序号,上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像,ai_prob,human_prob,conclusion
52,296747570480,296749587600,400534460,无心长胖,5,保密,回复 @不落地的叶子 :你是不是记错了，当年QQ5-6位的号码我用小笔记本记了一页，因为太好申请，加上没意识到有多大用，并且也不会登录那么多号码，逐渐就遗忘在不知道什么地方了。,2026-03-26 11:54:36,0,0,,四川,否,https://i2.hdslb.com/bfs/face/d0c1db19d68a81a50cc5c52bb337439c472862f7.jpg,0.010944073088467121,0.9890559911727905,人类撰写
53,296747570480,294236503009,449097179,大只佛系蚊,6,保密,回复 @不落地的叶子 : 我有两个朋友的qq都是5位数,2026-03-26 12:26:15,0,0,人生若只如初见,广东,否,http://i2.hdslb.com/bfs/face/37c5b6b2e54ed395381ce5c107f602e9955bb21f.jpg,0.02031838707625866,0.9796816110610962,人类撰写
54,0,294213774465,2397496,煮屎,6,保密,oicq那时候都是乱加人聊天的，啥地方都有[喜极而泣],2026-03-26 08:07:17,15,50,,广东,否,https://i1.hdslb.com/bfs/face/75615f53fdfe3669a8d51483811f222b1d1ded23.jpg,0.036959823220968246,0.9630402326583862,人类撰写
55,294213774465,294214617425,3494367742396651,Purabook,5,男,我还记得小时候微信的摇一摇找附近的人，甚至还用过微信来着不过我正经用微信还是yq时期上网课,2026-03-26 08:20:28,0,6,努力不一定需要给人看见但结果一定会有人看见,上海,否,https://i1.hdslb.com/bfs/face/ddaf6f523e66ca5a60e174825c00465c23e94055.jpg,0.012005382217466831,0.9879946112632751,人类撰写
56,294214617425,294218807361,2397496,煮屎,6,保密,回复 @Purabook :微信都2011年了，一开始是约跑和卖银的工具。oicq是1999年的,2026-03-26 09:14:39,0,13,,广东,否,https://i1.hdslb.com/bfs/face/75615f53fdfe3669a8d51483811f222b1d1ded23.jpg,0.01951974630355835,0.9804803133010864,人类撰写
57,294218807361,294218910657,3494367742396651,Purabook,5,男,回复 @煮屎 :我2007年才出生[笑哭]qq还是我去年才开始用的[笑哭],2026-03-26 09:16:46,0,2,努力不一定需要给人看见但结果一定会有人看见,上海,否,https://i1.hdslb.com/bfs/face/ddaf6f523e66ca5a60e174825c00465c23e94055.jpg,0.03955267742276192,0.9604472517967224,人类撰写
58,294218910657,296734211808,1219488529,衰气的船只,5,男,回复 @Purabook :我一二年出生的，21年就开始用QQ了,2026-03-26 09:19:09,0,3,"在下八年级，一起无限进步！
希望可以给你带来越来越好的节目！
我有个梦想：拿到1000粉
qq：2532702182
",辽宁,是,https://i1.hdslb.com/bfs/face/be1f82e128b40d6d782dd71e746334b6565365ee.jpg,0.03147950395941734,0.9685205221176147,人类撰写
59,294218910657,294219218545,2397496,煮屎,6,保密,回复 @Purabook :qq的群功能很好用，很好管理，能放无限时的文件，多建几个可以当网盘用,2026-03-26 09:20:05,0,3,,广东,否,https://i1.hdslb.com/bfs/face/75615f53fdfe3669a8d51483811f222b1d1ded23.jpg,0.024748174473643303,0.9752517938613892,人类撰写
60,296734211808,294219263201,3494367742396651,Purabook,5,男,回复 @衰气的船只 :我上学的时候基本没怎么看见有人用qq，倒是微信用的很频繁,2026-03-26 09:21:44,0,1,努力不一定需要给人看见但结果一定会有人看见,上海,否,https://i1.hdslb.com/bfs/face/ddaf6f523e66ca5a60e174825c00465c23e94055.jpg,0.017967909574508667,0.982032060623169,人类撰写
61,294219218545,294219555857,3494367742396651,Purabook,5,男,回复 @煮屎 :一个群的免费云存储空间太小了，对我来说还不如放本地方便，而且我没加什么群，我自己也懒得拉群[笑哭],2026-03-26 09:24:31,0,0,努力不一定需要给人看见但结果一定会有人看见,上海,否,https://i1.hdslb.com/bfs/face/ddaf6f523e66ca5a60e174825c00465c23e94055.jpg,0.03886810317635536,0.9611318707466125,人类撰写
62,294219263201,296735149968,1219488529,衰气的船只,5,男,回复 @Purabook :我们同学也很少用QQ，现在都玩快手去了[大哭][大哭][大哭]或者用微信，不过交朋友或者交流群啥的都是QQ我基本每天都登录,2026-03-26 09:28:26,0,1,"在下八年级，一起无限进步！
希望可以给你带来越来越好的节目！
我有个梦想：拿到1000粉
qq：2532702182
",辽宁,是,https://i1.hdslb.com/bfs/face/be1f82e128b40d6d782dd71e746334b6565365ee.jpg,0.019165923818945885,0.9808340668678284,人类撰写
63,294219555857,294219827681,2397496,煮屎,6,保密,回复 @Purabook :兴趣群，游戏群，书友群，全是用qq的，一个群3000人。10g够用了，不是放游戏，是放软件、小说和文档的，游戏存档备份非常方便,2026-03-26 09:28:40,0,2,,广东,否,https://i1.hdslb.com/bfs/face/75615f53fdfe3669a8d51483811f222b1d1ded23.jpg,0.017091093584895134,0.9829089641571045,人类撰写
64,296735149968,294220012257,3494367742396651,Purabook,5,男,回复 @衰气的船只 :我有些群在tg上面[笑哭],2026-03-26 09:29:34,0,1,努力不一定需要给人看见但结果一定会有人看见,上海,否,https://i1.hdslb.com/bfs/face/ddaf6f523e66ca5a60e174825c00465c23e94055.jpg,0.03651042282581329,0.9634896516799927,人类撰写
65,294213774465,294219911761,3546769830971860,三体四维空间,2,保密,2005QQ,2026-03-26 09:29:50,0,2,,浙江,否,https://i1.hdslb.com/bfs/face/2ac03ee79316560e872347dd06d328f2a13e247f.jpg,0.05167466774582863,0.9483253359794617,人类撰写
66,294219827681,294220063521,3494367742396651,Purabook,5,男,回复 @煮屎 :可惜我的资源基本不在qq上下载，有些群我都是直接加tg的，微信和qq不行，群人数上限没tg高[笑哭],2026-03-26 09:31:22,0,0,努力不一定需要给人看见但结果一定会有人看见,上海,否,https://i1.hdslb.com/bfs/face/ddaf6f523e66ca5a60e174825c00465c23e94055.jpg,0.041672028601169586,0.9583279490470886,人类撰写
67,294220012257,296735638016,1219488529,衰气的船只,5,男,回复 @Purabook :Tj上面我只有ss群，当然也有技术交流的，只不过很少，我偶尔下个安装包啥的,2026-03-26 09:33:43,0,1,"在下八年级，一起无限进步！
希望可以给你带来越来越好的节目！
我有个梦想：拿到1000粉
qq：2532702182
",辽宁,是,https://i1.hdslb.com/bfs/face/be1f82e128b40d6d782dd71e746334b6565365ee.jpg,0.025014502927660942,0.9749854207038879,人类撰写
68,296735638016,294220466497,3494367742396651,Purabook,5,男,回复 @衰气的船只 :我群基本都在tg上面，因为发行版有公告，出问题好直接问[滑稽],2026-03-26 09:36:18,0,1,努力不一定需要给人看见但结果一定会有人看见,上海,否,https://i1.hdslb.com/bfs/face/ddaf6f523e66ca5a60e174825c00465c23e94055.jpg,0.03169670328497887,0.9683033227920532,人类撰写
69,294214617425,294231414737,9579165,在续动漫,6,保密,回复 @Purabook :还有漂流瓶,2026-03-26 11:33:50,0,0,"人生就是这样，错过了就再也回不来了
有些事，现在不做，以后再也不会做了",广西,是,https://i0.hdslb.com/bfs/face/987a1fc65b55975bd8c2bff066343bb65438a663.jpg,0.052530381828546524,0.9474695920944214,人类撰写
70,0,294228807201,275745482,太荒,5,保密,没你们早，10岁注册。当时住在山脚下的小村庄，QQ家园的文字小游戏是童年欢乐之一。,2026-03-26 11:05:41,1,3,人生处处有风景，开开心心每一天。→来自网络江湖的小虾米,广东,是,https://i2.hdslb.com/bfs/face/58ef9846ccc9aafcd572e8a61cfc548f58cee590.jpg,0.02539954148232937,0.9746004343032837,人类撰写
71,294228807201,296745240592,403829814,bili_403829814,6,保密,哈哈我也是10年,2026-03-26 11:10:57,0,0,,福建,否,https://i0.hdslb.com/bfs/face/4add3acfc930fcd07d06ea5e10a3a377314141c2.jpg,0.04315939173102379,0.9568405747413635,人类撰写
72,0,296705829296,433273524,PerNick,5,保密,8位，2000年注册的,2026-03-26 03:44:57,9,5,,湖北,否,https://i0.hdslb.com/bfs/face/1a861ef91078082b20e9b16ec968d0f46107a837.jpg,0.045185916125774384,0.954814076423645,人类撰写
73,296705829296,296707009872,32710730,老马炸团子,5,保密,2000 年注册的不应该是 5-6 位吗,2026-03-26 03:57:14,0,2,,江西,否,https://i2.hdslb.com/bfs/face/237889edd19ea62d4e355311d19972cd0a9618f7.jpg,0.02632383443415165,0.9736762046813965,人类撰写
74,296705829296,296707414912,38153810,亚森罗宾x,5,保密,6位飘过，当时有5位号码没6位好没选[doge],2026-03-26 04:01:46,0,3,,江苏,否,http://i0.hdslb.com/bfs/face/member/noface.jpg,0.0215810127556324,0.9784189462661743,人类撰写
75,296707009872,296707770288,433273524,PerNick,5,保密,回复 @老马炸团子 :我记得是7-8月份的事情了，当初很多人都是上线一次就注册一个，很多都浪费了[笑哭],2026-03-26 04:04:24,0,3,,湖北,否,https://i0.hdslb.com/bfs/face/1a861ef91078082b20e9b16ec968d0f46107a837.jpg,0.02464490942656994,0.9753550887107849,人类撰写
76,296705829296,296708096864,888142,在没有疯的日子,6,保密,8位快到01年了，我的就是,2026-03-26 04:08:03,0,1,在繁华的城镇 在寂静的山谷,宁夏,否,https://i1.hdslb.com/bfs/face/ad4a1dc430013619bb44cec75bca7717f4bf2827.jpg,0.025099050253629684,0.9749009013175964,人类撰写
77,296705829296,296708113808,1656694332,火影芥,6,保密,8位?那时候谁记得住号用几次就换了，六七位应该还有[笑哭],2026-03-26 04:08:36,0,2,时间一直往前走，但我的心却停留在了过去,上海,否,https://i0.hdslb.com/bfs/face/893217e768035e2db438e3d5661779dbbe81e728.jpg,0.030632048845291138,0.9693679809570312,人类撰写
78,296705829296,294206520209,9460455,不肥不瘦宅,6,男,7位路过[doge_金箍],2026-03-26 06:22:55,0,0,喜欢火影的，都是朋友(๑•̀ω•́๑),广东,是,https://i0.hdslb.com/bfs/face/099873fc12dee2cb6297daa9753768072d0bc9af.jpg,0.11304248124361038,0.8869574666023254,人类撰写
79,296705829296,294213443697,191111955,bili_191111955,6,保密,我10年时候注册的第一个QQ是7位数，但是当时也没手机，上网还得去网吧，但是登录过一次之后，差不多俩个月没登录，被回收了,2026-03-26 08:01:14,0,1,fps，rpg,广东,否,https://i0.hdslb.com/bfs/face/95f88ee6f3340f4574356991d6dd21cf48aca3ab.jpg,0.012990719638764858,0.9870093464851379,人类撰写
80,294213443697,294218412737,7837062,秋名山上的捷达王BG0FUT,6,男,回复 @bili_191111955 :我零几年注册的是7位，一零年都是9位10位了吧,2026-03-26 09:10:07,0,0,,新疆,是,https://i0.hdslb.com/bfs/face/80389c541a877cd0ffd5603e95dcc3bd7804cf00.jpg,0.025748832151293755,0.9742510914802551,人类撰写
81,294213443697,294236162017,3546787298150491,理性时空,2,保密,回复 @bili_191111955 :不可能7位数普通注册 我04年注册就9位了,2026-03-26 12:22:51,0,0,,上海,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,0.02772054634988308,0.97227942943573,人类撰写
82,0,294205945985,57626799,李尚西,6,保密,打开了oicq，聊天记录停步在去年的深秋，最后的挽留，没有说出口～,2026-03-26 06:14:26,13,69,,河南,是,https://i0.hdslb.com/bfs/face/deb50e5060e001b8a2d60cf3ce43682542295800.jpg,0.2732137143611908,0.7267862558364868,人类撰写
83,294205945985,296720334768,1749722,波纹midiyin,6,男,我们还是朋友🎶,2026-03-26 06:26:31,0,4,取图见中转群954309495,安徽,否,https://i2.hdslb.com/bfs/face/35fbd505b7a03ee0e2668c8aa8355e7bdee353c5.jpg,0.05922466516494751,0.9407753944396973,人类撰写
