序号,上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像,ai_prob,human_prob,conclusion
24,0,294234404033,25632687,我叫磁力棒-_-,6,男,做他的工作要先否定别人，时间长了就成了否定型人格了，很多人劝过他，最后他终于把自己也否定了，也算是知行合一了,2026-03-26 12:05:01,0,0,,山东,是,https://i0.hdslb.com/bfs/face/ed7e5eec81a2d640251cfb815b2bcb260162ad28.jpg,0.024737076833844185,0.9752629399299622,人类撰写
25,0,296738449264,11462338,lixuoying,5,男,他就在公司里面跑步失去意识的，难道整个公司就没有个人能及时抢救一下吗，CPR心肺复苏我记得考驾照的时候都会学一点吧，这时候正好能用上 ，心脏停半小时，神仙来了也白搭，张雪峰走的太冤了，这样离世太令人惋惜了。。。,2026-03-26 10:04:43,4,8,游戏热情已退烧，电影热情已降温，,江苏,否,https://i1.hdslb.com/bfs/face/6f9e6fea15e59cea7cccf1f174dd27ea7416e922.jpg,0.010761781595647335,0.9892382621765137,人类撰写
26,296738449264,296739381568,30575245,殊途Met,6,保密,各地有差异吧，我们这边考驾照不学这个。,2026-03-26 10:13:21,0,4,众里寻他千百度，蓦然回首，那人却在，灯火阑珊处。,江西,是,https://i1.hdslb.com/bfs/face/05d1933f33d8ed05b33c422bc4ec4dd5fd9ccbfe.jpg,0.019937124103307724,0.9800628423690796,人类撰写
27,296738449264,296739798464,355740748,导演我想加戏,5,保密,大部分人其实是不会的！,2026-03-26 10:17:56,0,1,,四川,否,http://i0.hdslb.com/bfs/face/member/noface.jpg,0.036003440618515015,0.9639965295791626,人类撰写
28,296738449264,294225849041,408299471,hwg2229040,6,保密,"首先，不是所有地区考驾照都得学cpr,第二真学过很多人第一次在人体实操可能因为恐慌有可能操作变形，这极有可能非但没效反可能加速死亡。第三还得看发现的人员是谁，他的助理分分钟只是普通打工人，根本没买车没车更谈不上考驾照。会cpr的人在中国是非常少的群体，别以已度人。",2026-03-26 10:33:59,0,4,别回复我，一律拉黑。不想和小朋友说话。,广东,否,http://i0.hdslb.com/bfs/face/member/noface.jpg,0.008202273398637772,0.991797685623169,人类撰写
29,296738449264,294227981617,3546714399050299,Man24manba,3,保密,驾照不学心肺复苏,2026-03-26 10:57:46,0,1,,江苏,否,https://i1.hdslb.com/bfs/face/a6396d677f543a173aa11f3d3cd2943a96121dda.jpg,0.03994749113917351,0.9600525498390198,人类撰写
30,0,296722724496,3546382048692912,陈吉32,3,保密,跑步导致心肌缺血，收缩功能疲劳。跑步时，为什么没有人陪同？,2026-03-26 06:58:00,2,1,,四川,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,0.29450350999832153,0.7054964900016785,人类撰写
31,296722724496,294213126145,233451170,Cris_li,5,男,在健身房跑就好了,2026-03-26 07:57:26,0,0,,湖北,否,https://i2.hdslb.com/bfs/face/0a4d35bbe7e36f70f23bbb5054aea13d42254453.jpg,0.061791978776454926,0.9382080435752869,人类撰写
32,294213126145,294215767041,393165652,木本木丶,6,保密,回复 @Cris_li :意外就是发生在各种偶然条件集合之上发生的,2026-03-26 08:35:08,0,1,,四川,否,https://i1.hdslb.com/bfs/face/a48d92c1ad436e82b40d522635973b452fdd0e83.jpg,0.03147339075803757,0.9685265421867371,人类撰写
33,0,294176025073,3546717871934392,抖机灵--,6,保密,他说七点，他爽约了[元梦_哭哭],2026-03-25 21:53:02,2,45,谢谢你这么温柔地看我，愿你永远被温柔相待。,天津,否,https://i1.hdslb.com/bfs/face/f955eeb856e9e1ea07c432f3dfbaaa1aed0253c1.jpg,0.050988633185625076,0.9490114450454712,人类撰写
34,294176025073,294191861153,44125080,文七乌龙茶,5,男,晚上七点再见👋🥺,2026-03-26 03:23:43,0,3,,安徽,否,https://i0.hdslb.com/bfs/face/f5c04a8669b0bf94be6fc310668168dfe4316623.jpg,0.07390233129262924,0.9260977506637573,人类撰写
35,294176025073,294206742737,592718894,罗一箐,6,女,没爽约，就是惊悚片了[doge],2026-03-26 06:25:32,0,7,看不见的风景决定了看得见的风景,江苏,是,https://i2.hdslb.com/bfs/face/404bcb9aeadcf81053fde8066961cb1b94ba945c.jpg,0.07424559444189072,0.9257544279098511,人类撰写
36,0,296687140624,3546970725550911,七七大王酱,6,保密,"眼睛一大一小，在医学上称为“眼睑下垂”或“瞳孔大小不等”，如果是突然出现的，尤其是在41岁这个年龄段，可能是某些严重疾病的信号，脑血管意外（中风/脑梗死）或短暂性脑缺血发作。
如果下垂的眼睑伴随同侧瞳孔缩小（即眼睛睁不开的那只眼睛，瞳孔比另一只小），同时伴有面部麻木、口角歪斜、说话不清、一侧肢体无力，哪怕这些症状几分钟就消失了，也可能是霍纳综合征的表现，提示颈动脉或脑干出现了问题。",2026-03-25 21:53:01,5,45,谢谢你停留，愿快乐找上门。,四川,否,https://i0.hdslb.com/bfs/face/0edc4461bc9137d7b9308a946b1731e3a53de01f.jpg,0.38370198011398315,0.6162980198860168,人类撰写
37,296687140624,294194121073,3546820064053264,Dinoisnobody,4,保密,你咋不早點告訴他？！[吃瓜],2026-03-26 03:52:31,0,0,,中国台湾,否,https://i1.hdslb.com/bfs/face/ccd707a0fabd9e6b4ef0cba6e28954c821be4085.jpg,0.09472300112247467,0.9052770137786865,人类撰写
38,294194121073,296710532896,604787501,bili_26525966493,5,保密,回复 @Dinoisnobody :早在去年就有人告诉他说他嘴唇发紫，心脏不太好了，他还没当回事，反而还反怼呢[笑哭],2026-03-26 04:32:55,0,8,,辽宁,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,0.04287990927696228,0.9571200609207153,人类撰写
39,296687140624,294202148337,3546877033188173,星辰--2025,3,保密,厉害,2026-03-26 05:21:11,0,0,,湖南,否,https://i2.hdslb.com/bfs/face/3fcb98f01b3a6a20cafc8bb9230d7cc38aae292d.jpg,0.10344792157411575,0.8965520262718201,人类撰写
40,294194121073,296729384272,10024523,凱德-2077,6,保密,回复 @Dinoisnobody :张雪峰性格使然，直播时候有人提醒反而被他骂,2026-03-26 08:26:01,0,1,而你我的朋友，你才是真正的猴王,马来西亚,否,https://i2.hdslb.com/bfs/face/2ba4c433a5a6b4606ab4c6a72d346b7893d36310.jpg,0.8533937335014343,0.1466061919927597,AI生成
41,296729384272,294227429953,3546820064053264,Dinoisnobody,4,保密,回复 @凱德-2077 :唉，這就是命！,2026-03-26 10:52:26,0,0,,中国台湾,否,https://i1.hdslb.com/bfs/face/ccd707a0fabd9e6b4ef0cba6e28954c821be4085.jpg,0.29236477613449097,0.707635223865509,人类撰写
42,0,296693886816,1733397530,迷糊的小明哥,5,保密,太卷了，我建议大家劳逸结合，不能玩命加班，下班了还去健身，每天开心一点，早点休息,2026-03-26 01:00:31,2,3,,广东,否,http://i2.hdslb.com/bfs/face/03bee346f9f178f2f436ccd5d40fc5f9ae00e580.jpg,0.0265131127089262,0.9734869599342346,人类撰写
43,296693886816,294192822161,12868267,ddtt222222,6,男,我做搬运工就不用健身，上班就是健身,2026-03-26 03:36:53,0,0,蝴蝶,广东,否,https://i1.hdslb.com/bfs/face/7b761fe6ccc6e596c91655c1fc9b3b22eaf4fc59.jpg,0.020517857745289803,0.979482114315033,人类撰写
44,294192822161,296721955760,441533100,柔情似水呵,6,保密,回复 @ddtt222222 :普通站班就够了我才不去锻炼[笑哭],2026-03-26 06:48:24,0,0,,广东,否,https://i0.hdslb.com/bfs/face/953c755697b00ba4f107f23425928d48e18c372d.jpg,0.041567713022232056,0.9584323167800903,人类撰写
45,0,296751018320,395917135,邻家小男孩413,5,男,孩子们能自己选择就好了，想改命的就学习张老师努力拼搏，不想的就好好对自己！,2026-03-26 12:08:17,0,0,,辽宁,否,https://i1.hdslb.com/bfs/face/ee4f04dacf577852c830c017563e90d9b6a11cdb.jpg,0.08770749717950821,0.91229248046875,人类撰写
46,0,296694224096,433178834,52Hz_暗号,6,男,不是，张老师好像不是直播的时候猝死的吧。。。,2026-03-26 01:04:41,5,5,星星跳舞，月亮剪影。,河北,是,https://i2.hdslb.com/bfs/face/7a9fcb0688d4fff382bdce67d78c98fa83895550.jpg,0.02973894588649273,0.9702610373497009,人类撰写
47,296694224096,296703246560,3546904432478293,那池安,4,保密,直播结束后3小时,2026-03-26 03:13:49,0,3,,江苏,是,https://i1.hdslb.com/bfs/face/7e0b038a9851c6284ff68101e21655ebb9f40fe6.jpg,0.26998743414878845,0.7300125956535339,人类撰写
48,296703246560,296704191904,433178834,52Hz_暗号,6,男,回复 @那池安 :所以说啊，做视频还是得弄清楚事情原委，不能瞎说,2026-03-26 03:24:43,0,3,星星跳舞，月亮剪影。,河北,是,https://i2.hdslb.com/bfs/face/7a9fcb0688d4fff382bdce67d78c98fa83895550.jpg,0.08738509565591812,0.9126148819923401,人类撰写
49,296694224096,296721871472,441533100,柔情似水呵,6,保密,跑步机死的不是说,2026-03-26 06:47:25,0,0,,广东,否,https://i0.hdslb.com/bfs/face/953c755697b00ba4f107f23425928d48e18c372d.jpg,0.02663288079202175,0.9733670949935913,人类撰写
50,296704191904,296723540912,3690990193871442,西瓜娃子的事,2,保密,回复 @52Hz_暗号 :这个视频就能  说明在迁就 观众。,2026-03-26 07:08:57,0,0,,浙江,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,0.030544470995664597,0.9694555997848511,人类撰写
51,296723540912,296724690816,433178834,52Hz_暗号,6,男,回复 @西瓜娃子的事 :哈哈,2026-03-26 07:23:43,0,0,星星跳舞，月亮剪影。,河北,是,https://i2.hdslb.com/bfs/face/7a9fcb0688d4fff382bdce67d78c98fa83895550.jpg,0.022622788324952126,0.9773772358894348,人类撰写
52,0,294225791777,1140175368,水冰沐,3,女,后面他直播那段意识已经不是很清晰了，眼神飘忽。,2026-03-26 10:34:32,0,2,菩提本无树，明镜亦非台，本来无一物，何处惹尘埃。,北京,否,https://i0.hdslb.com/bfs/face/1ef1641ae159b4fca4def7c7c4fcd43fc56a0b9a.jpg,0.043813154101371765,0.956186830997467,人类撰写
53,0,294209801953,506757381,晃荡人群间,5,男,请不要再消费张老师,2026-03-26 07:09:28,2,4,,山东,否,https://i0.hdslb.com/bfs/face/14c5eba46f2e793b01a3685c9e2d784fafe53f83.jpg,0.04180142655968666,0.958198606967926,人类撰写
54,294209801953,294211358785,1887455,seth719,6,保密,没招，公众人物被消费是宿命，就像高以翔，未来只要再有人心源性猝死高和张就还会被拿出来消费一波,2026-03-26 07:33:42,0,11,最危险的地方最危险，最安全的地方最安全。,广东,是,https://i2.hdslb.com/bfs/face/425b4489a262a1d0e35b77700b545a55b76824c3.jpg,0.01470851805061102,0.9852914810180664,人类撰写
55,294209801953,296728432032,111615801,冷漠的茯苓,6,保密,营销号是这样的，是条狗都得叫一声，BGM和ai配音全部正确。,2026-03-26 08:15:10,0,5,,江苏,是,https://i0.hdslb.com/bfs/face/883d1f7cf5a949f04c6fa2197b60d5a884464f85.jpg,0.7050812244415283,0.2949187159538269,AI生成
56,0,294227366609,3546968750033589,爱吃肉的快乐星球,3,保密,张雪峰老师一路走好,2026-03-26 10:50:32,0,1,,黑龙江,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,0.22250361740589142,0.777496337890625,人类撰写
57,0,294178556193,480527556,星宝菜菜,5,男,卷王终究还是倒在了卷界,2026-03-25 23:43:31,0,27,,河南,否,https://i0.hdslb.com/bfs/face/f759915ce517a117697a082bd132c96d4c44655d.webp,0.1318390816450119,0.8681609034538269,人类撰写
58,0,296752890464,3690981006248630,涵涵很乖a,3,保密,尿毒症缠身➕9种并发症，即将断药，孩子每日透析苦不堪言。[委屈][委屈][委屈]不知道能不能熬过这个春天，家庭已倾尽所有，负债累累，无力医治。含泪求助！恳请好心人帮帮孩子，每一份帮助、每一次转发，都能救孩子一命！求扩散！[保佑][保佑][保佑],2026-03-26 12:25:14,0,0,感谢大家的关注和支持第一个作品是小孩的水滴详细，小女孩不幸患尿毒症➕9种疾病缠身,河北,否,https://i2.hdslb.com/bfs/face/38a0dbbebbd0081950e37c0bc120e83b7cbc1aac.jpg,0.05595994368195534,0.944040060043335,人类撰写
59,0,294195062513,3546914377173196,书鸿1,3,保密,所以大公司不要舍不得花钱…都应该有一个医生常驻…大家看看国企，大学。,2026-03-26 04:02:53,2,0,,四川,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,0.014300849288702011,0.9856991171836853,人类撰写
60,294195062513,294217225441,74412976,悠悠小少年,6,保密,多一个人 多一份工资 大公司不会为了牛马特意整个医生的,2026-03-26 08:55:46,0,0,,湖北,否,http://i0.hdslb.com/bfs/face/a3fe98cb95b694740905972f86a55b42f21e97e7.jpg,0.014689707197248936,0.9853103160858154,人类撰写
61,294195062513,296733208240,594860920,rongxiaobai,5,男,他没到那个消费级别哦，马化腾，马云这类的才有,2026-03-26 09:07:55,0,0,,山东,否,https://i1.hdslb.com/bfs/face/7622fe500d64cac1ba2b7311a25ef904d2311551.jpg,0.022306300699710846,0.9776936769485474,人类撰写
62,0,296702698624,1525291111,开朗的-上帝,3,保密,无趣的世界又失去了一个有趣的人,2026-03-26 03:07:07,0,9,这场堕落的狂欢终将以堕落终结,吉林,否,https://i1.hdslb.com/bfs/face/1cf7472ef37e0335d0a4c0ef15b61bc1a2aaab85.jpg,0.12047774344682693,0.8795222640037537,人类撰写
63,0,294202313361,24701072,IN2U-JJKCHU,6,男,"刚开始说不是四院吗？
怎么又变苏大附一院了？[笑哭]
张雪峰老师到底被送到了哪里",2026-03-26 05:24:16,0,2,15jjhgju,江苏,否,https://i2.hdslb.com/bfs/face/3eae1310cd9089361e58fb531ae5db1902c5802e.jpg,0.04114020988345146,0.9588598012924194,人类撰写
64,0,296732625760,8463313,汝-鄢玫芳,6,女,张老师教给我们的最后一课，就是保重身体。,2026-03-26 09:04:05,0,1,聊点好玩的。,辽宁,否,https://i1.hdslb.com/bfs/face/661f33aab6eee77a1e58282b75aa4cd11741f1f6.jpg,0.028155043721199036,0.9718449711799622,人类撰写
65,0,294176025041,3546971140786786,苹果不酸不吃,4,保密,这个家长在挽留张老师[tv_流泪]………没留住,2026-03-25 21:53:01,0,33,感谢今天的相遇，愿你一直好运连连。,四川,否,https://i1.hdslb.com/bfs/face/8ffc30d30878b71a0fa4028f77a74b380c5c4f75.jpg,0.0886484831571579,0.9113515019416809,人类撰写
66,0,296734085984,1888231448,jackyweijie2021,5,保密,不是放不了寒门学子，是放不下赚钱，别美化他了，他怼起那些异想天开的家长的时候可彪悍了，还不给人情面。,2026-03-26 09:17:29,2,0,,江苏,否,http://i0.hdslb.com/bfs/face/member/noface.jpg,0.021372966468334198,0.9786270260810852,人类撰写
67,296734085984,296736180112,17958440,辅助插眼仍未归来,6,保密,"我同意。他就是功利心最强那批人。 美化的说法就是事业心极强。 
放下事业等于对他人生的否定，他做不到。 

我是看开了，我觉得家人身体健康最重要。 
哪怕穷一辈子，也不能让亲人就这样离开。",2026-03-26 09:39:44,0,0,咦？,广东,否,http://i2.hdslb.com/bfs/face/793b5cc2da0e30242ec0c6090a1f093b1d5626ab.jpg,0.06636474281549454,0.9336352348327637,人类撰写
68,296734085984,294221280481,393875478,白嫖使我快乐星人,5,保密,你也说了是异想天开，留情面就是给他们留幻想，就是给孩子留更坏的可能性，应该留情面吗？,2026-03-26 09:44:34,0,2,,辽宁,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,0.01987403817474842,0.9801259636878967,人类撰写
69,0,296720461808,481223502,wings_chang,5,男,看看近年毕业的研究生有多少人是在真正从事科研工作，就知道此人对社会的”贡献”！愿逝者安息！,2026-03-26 06:29:50,1,5,我教新概念英语、最优化（ADMM）   合作+V: WingsSoaring24,江苏,否,https://i0.hdslb.com/bfs/face/4abd41766d5663610dbc241d4837b5c40963696e.jpg,0.056785620748996735,0.9432143568992615,人类撰写
70,296720461808,294220578337,24212673,在下张发财,6,女,虽然这个人很傻呗，但是研究生水不水这个锅不可能让他背,2026-03-26 09:36:34,0,0,别想太多，会头疼的,海南,否,https://i0.hdslb.com/bfs/face/f088224d8d28d124bcb79dac8495941fe989d936.jpg,0.0144386887550354,0.9855613112449646,人类撰写
71,0,296730724256,26343141,就這醬紫ba,5,保密,"发现时候都过去半小时了,救不回来了.送医院瞳孔都扩散了.",2026-03-26 08:41:12,0,3,,江苏,否,https://i0.hdslb.com/bfs/face/d9c40ab42352c136d3fd194bee5d7c2fe2d3df99.jpg,0.009472975507378578,0.9905270338058472,人类撰写
72,0,296732436176,3494357690747342,gshejsm,4,保密,生死由命，富贵由天,2026-03-26 09:01:03,0,1,,河南,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,0.4914504587650299,0.5085495114326477,人类撰写
73,0,294216472609,454824787,土星缺个环,6,男,这就是最后一节课，注意休息，我劝各位别去上有夜班的工作，很难受的,2026-03-26 08:46:48,0,1,哔哩哔哩果然是一个学习软件,湖南,否,https://i1.hdslb.com/bfs/face/1cd33750ef249e0b0d40e3916e27651f672e91fc.jpg,0.016169089823961258,0.9838309288024902,人类撰写
74,0,296728333504,3546776575412617,一边闲着,2,保密,"他经常情绪非常激动。显得不是很睿智。
一般心如止水的人不可能有这种情况。",2026-03-26 08:11:55,0,2,,江苏,否,https://i1.hdslb.com/bfs/face/f22001df5c14b29565c82a460533f26f53ceb34f.jpg,0.04769475385546684,0.9523051977157593,人类撰写
75,0,296711799936,643756104,yizbin,5,保密,纯奋斗的反面教材，一定要睡好觉，休息好了，然后再奋斗。,2026-03-26 04:44:07,0,5,,上海,否,http://i0.hdslb.com/bfs/face/d088fce92a12c7000cac496e8c4e717d27f06166.jpg,0.03343210369348526,0.9665679335594177,人类撰写
76,0,296724085056,3546382048692912,陈吉32,3,保密,最根本是控制血压上升，跑步时，血压急剧上升，呼吸困难，加重心力衰竭，平时应该咨询医生,2026-03-26 07:14:34,0,0,,四川,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,0.029210228472948074,0.9707897901535034,人类撰写
77,0,296725256832,75034308,jlwzhw,5,保密,有个医生网红，早早就说过大一点的锻炼就对心血管不好 不好！,2026-03-26 07:32:12,0,1,,吉林,否,http://i0.hdslb.com/bfs/face/member/noface.jpg,0.015581153333187103,0.9844188690185547,人类撰写
78,0,294207087297,505368971,远古的未来,4,男,纠正一下，启用的设备叫“ai ke mo”，学名叫呼吸机。,2026-03-26 06:30:30,0,1,,陕西,否,https://i2.hdslb.com/bfs/face/ac739f70ce77db5bc70b539fc9d3ce70150c0aaf.jpg,0.04492750018835068,0.9550725221633911,人类撰写
79,0,296702693264,1707588049,冬青061010,3,保密,真的要重视起来,2026-03-26 03:06:56,1,6,,北京,否,https://i1.hdslb.com/bfs/face/7e72c58637ff26df68fb30939de078d2bbbfcdbe.jpg,0.08513814955949783,0.9148618578910828,人类撰写
80,296702693264,294193655025,43723782,你开锁有备案吗,6,保密,@知乎,2026-03-26 03:47:16,0,0,,辽宁,否,https://i0.hdslb.com/bfs/face/4e08af3b3045eaa76dad03ea9a524cd7041026c9.jpg,0.14794065058231354,0.8520593643188477,人类撰写
81,0,296689231472,1107754832,集英社舰团,5,保密,向张雪峰老师默哀，一路走好！（累死的，太可惜）,2026-03-25 23:21:59,0,6,,河南,否,http://i2.hdslb.com/bfs/face/075b4c10264b674687f4a12fe967946cacffa985.jpg,0.35559001564979553,0.6444099545478821,人类撰写
82,0,294176024993,3546965935655696,Q先生的时光胶囊,4,保密,感觉这个视频他就有点不舒服了，脸也肿着,2026-03-25 21:53:01,0,12,感谢今天的相遇，愿你一直好运连连。,四川,否,https://i2.hdslb.com/bfs/face/3b15468e961fcc5dcbeb97a4742b1c09bf4edc89.jpg,0.021579835563898087,0.9784201979637146,人类撰写
83,0,294177979569,3546671346616676,皓月当空清风拂岗,2,保密,先生走好,2026-03-25 23:21:18,0,5,,辽宁,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,0.07124019414186478,0.9287598133087158,人类撰写
