index_label,评论内容,time,userId,用户名,likedCount,name,is_hot,序号,ai_prob,human_prob,conclusion
30,请让幸福降临在卡厄斯兰那身上,2026-03-26 07:18:35.669,5064959657,滢滢不是荧,0,耀斑,False,31,0.0822119265794754,0.9177880883216858,人类撰写
31,现在在二相乐园真给你实现了,2026-03-26 05:23:20.838,446792891,雨鱼鱼鱼鱼鸭,1,耀斑,False,32,0.03464069217443466,0.9653592705726624,人类撰写
32,卑鄙哇去吧瞬间就爱上雷神,2026-03-26 01:24:19.463,6491791020,港街小巷,2,耀斑,False,33,0.05470261350274086,0.9452974200248718,人类撰写
33,"外卖放门口就好（）
不死途从来没否认过自己是纳努克[生病][生病][生病]",2026-03-26 01:09:37.711,1547211078,白言不会说话,0,耀斑,False,34,0.020402805879712105,0.9795971512794495,人类撰写
34,连你也要爱上雷神吗？,2026-03-26 01:02:28.517,14201951037,夏亚阿兹纳布尔-实名上网,0,耀斑,False,35,0.05692707374691963,0.9430729150772095,人类撰写
35,爱上雷神！！！,2026-03-26 00:59:07.785,9440416424,凛奕LY,0,耀斑,False,36,0.05041169747710228,0.9495882987976074,人类撰写
36,"💥卑鄙吧我去爆瞬间就爱上雷神！💥😫
💥卑鄙吧我去爆瞬间就爱上雷神！💥😫 
💥卑鄙吧我去爆瞬间就爱上雷神！💥😫
💥卑鄙吧我去爆瞬间就爱上雷神！💥😫",2026-03-26 00:57:52.351,2040992752,好听都要黑胶,0,耀斑,False,37,0.07231579720973969,0.9276841282844543,人类撰写
37,接,2026-03-26 00:42:19.690,8604032588,雨雾-迟述版,0,耀斑,False,38,0.07767803221940994,0.9223219752311707,人类撰写
38,不知道为什么，现在一听到这首歌就想笑,2026-03-26 00:30:33.962,3354295714,ESD1-7,1,耀斑,False,39,0.12971985340118408,0.8702802062034607,人类撰写
39,Baby，我去吧，现在就爱上雷神,2026-03-26 00:27:07.296,3577755771,白厄-凯文,1,耀斑,False,40,0.03407490998506546,0.9659250378608704,人类撰写
40,接接接,2026-03-25 23:37:33.685,3334908997,山野藏意深_iHjT,0,耀斑,False,41,0.07465621829032898,0.9253438115119934,人类撰写
41,接,2026-03-25 23:37:02.687,13653775302,卜人清云,1,耀斑,False,42,0.07767803221940994,0.9223219752311707,人类撰写
42,现在有了,2026-03-25 23:15:57.077,8633048637,黎与客,0,耀斑,False,43,0.04120650142431259,0.9587935209274292,人类撰写
43,接,2026-03-25 22:19:30.932,1935374510,p525p,0,耀斑,False,44,0.07767803221940994,0.9223219752311707,人类撰写
44,Baby，我去吧，现在就爱上雷神。,2026-03-25 22:15:01.196,13640074066,煈中之舞,1,耀斑,False,45,0.03138881176710129,0.9686112403869629,人类撰写
45,Baby，我去吧，现在就爱上雷神。,2026-03-25 22:15:01.144,13640074066,煈中之舞,0,耀斑,False,46,0.03138881176710129,0.9686112403869629,人类撰写
46,接接接,2026-03-25 22:04:59.567,12727094126,DILUC0325,0,耀斑,False,47,0.07465621829032898,0.9253438115119934,人类撰写
47,笑死我了,2026-03-25 21:45:55.601,6357064224,想个名字想跳楼,0,耀斑,False,48,0.09565379470586777,0.904346227645874,人类撰写
48,"不接的是给
",2026-03-25 21:21:47.358,9722289665,黑-际天线,0,耀斑,False,49,0.029111715033650398,0.9708883166313171,人类撰写
49,接！,2026-03-25 21:02:31.753,7866057026,钻石jo老九,0,耀斑,False,50,0.056950557976961136,0.9430494904518127,人类撰写
50,"baby往前吧，新借词爱上雷神😡😡
🌙     ⚖️     🚪
👁                          💸
🐉          🎷😡🌂         ✋🏼
🍷                         🗡
🎗️    🌿    ☸️",2026-03-25 20:56:03.534,13601201154,我即cxm,1,耀斑,False,51,0.05957986041903496,0.9404201507568359,人类撰写
51,我必须狠狠的接啊[加油呀],2026-03-25 20:03:31.652,17471851801,星期日_J,0,耀斑,False,52,0.04072769731283188,0.9592723250389099,人类撰写
52,爱上雷神！,2026-03-25 19:28:59.837,3330798122,呃呃呃233336,4,耀斑,False,53,0.054100871086120605,0.9458991289138794,人类撰写
53,接！！！！！,2026-03-25 18:44:45.703,3988285367,网易云我们稀饭昵,0,耀斑,False,54,0.08069973438978195,0.9193003177642822,人类撰写
54,ljjsb,2026-03-25 16:36:46.792,12684020120,陪着孤独吹晚风,0,耀斑,False,55,0.21889632940292358,0.7811036705970764,人类撰写
55,请输入文本,2026-03-25 15:52:30.024,296614461,大润发杀了十年鱼早已心如止水,0,耀斑,False,56,0.21319438517093658,0.7868055701255798,人类撰写
56,把terror听成了tell her，思考了好久纳努克的性别（赔笑.jpg）,2026-03-25 15:43:53.690,1325331728,Yannnnt,0,耀斑,False,57,0.023583553731441498,0.9764164090156555,人类撰写
57,[笑了]没上线,2026-03-25 13:05:48.675,12181503803,梦言_ZCnX,0,耀斑,False,58,0.05174410715699196,0.9482558369636536,人类撰写
58,请输入文本😡,2026-03-25 09:29:22.859,12856589578,k珂珂l,0,耀斑,False,59,0.16878344118595123,0.8312165141105652,人类撰写
59,接,2026-03-25 08:59:59.602,1754186441,西凯的一方,0,耀斑,False,60,0.07767803221940994,0.9223219752311707,人类撰写
60,一股雄伟的音乐传来,2026-03-25 07:01:56.440,12445787257,厌心病态,0,耀斑,False,61,0.4253178536891937,0.5746821165084839,人类撰写
61,"卑鄙哇去吧瞬间就爱上雷神😡😡
🌙     ⚖️     🚪
👁                          💸
🐉          🎷😡🌂         ✋🏼
🍷                         🗡
🎗️    🌿    ☸️",2026-03-25 03:01:50.831,3263213605,暗情刀,4,耀斑,False,62,0.11146405339241028,0.8885359168052673,人类撰写
62,"卑鄙哇趣吧瞬间就爱上雷神[愤怒]
卑鄙哇趣吧瞬间就爱上雷神[愤怒]
卑鄙哇趣吧瞬间就爱上雷神[愤怒]
卑鄙哇趣吧瞬间就爱上雷神[愤怒]
卑鄙哇趣吧瞬间就爱上雷神[愤怒]
卑鄙哇趣吧瞬间就爱上雷神[愤怒]",2026-03-25 02:31:19.934,573240135,落落小甜饼,3,耀斑,False,63,0.14263659715652466,0.8573634028434753,人类撰写
63,接,2026-03-25 00:24:02.552,7910341165,阿呀一呀姨,0,耀斑,False,64,0.07767803221940994,0.9223219752311707,人类撰写
64,还有主唱的嗓门,2026-03-24 23:42:43.082,12826443916,微风别哈,1,耀斑,False,65,0.03063388727605343,0.9693660736083984,人类撰写
65,后面是用了一段拂晓的合唱吗？,2026-03-24 23:38:32.338,7957521557,浩瀚星辰-02,0,耀斑,False,66,0.06572146713733673,0.9342786073684692,人类撰写
66,接接接,2026-03-24 23:16:11.987,8399076282,魑魅魍魉cxd,0,耀斑,False,67,0.07465621829032898,0.9253438115119934,人类撰写
67,接接接,2026-03-24 22:14:17.568,6440785301,Cccc_Rrrui,0,耀斑,False,68,0.07465621829032898,0.9253438115119934,人类撰写
68,谎报军情拖下去斩了😋,2026-03-24 22:05:39.465,17394175615,原淇其嘛,1,耀斑,False,69,0.02606506645679474,0.9739349484443665,人类撰写
69,谎报军情拖下去斩了！😡,2026-03-24 22:03:50.173,13691535502,太空橙_UZVq,2,耀斑,False,70,0.035726550966501236,0.9642734527587891,人类撰写
70,我去了大接特接,2026-03-24 21:57:03.256,9896133441,冻梨蓝月亮,0,耀斑,False,71,0.038143184036016464,0.9618567824363708,人类撰写
71,你说得对，但是Baby😕 watchin'👀 burn!🔥Send✉️ death💀 to➡️ isolation↗[怒]Oh😯 watchin'👁 burn!💥ain't👊 got😮 no❌️ hesitation[痛苦]Watchin'👀 burn!🔥We're😕 fallin'⬇️ higher⬆️ Oh→ oh↑ oh→ oh↑ oh→ oh↗ oh→ oh→ oh↗️↘️,2026-03-24 21:39:19.189,7890808070,月永哥泉总批发,0,耀斑,False,72,0.08112628757953644,0.9188737273216248,人类撰写
72,接！,2026-03-24 21:24:54.774,6272562049,Yiyi-nnn,0,耀斑,False,73,0.056950557976961136,0.9430494904518127,人类撰写
73,👅👅👅👅,2026-03-24 21:19:46.809,10007150737,彌攏i,0,耀斑,False,74,0.10159014165401459,0.8984098434448242,人类撰写
74,听耀斑写作业太燃了把作业撕了,2026-03-24 21:19:37.763,10007150737,彌攏i,4,耀斑,False,75,0.016584573313593864,0.9834153652191162,人类撰写
75,你说得对，但是Baby😕 watchin'👀 burn!🔥Send✉️ death💀 to➡️ isolation↗[怒]Oh😯 watchin'👁 burn!💥ain't👊 got😮 no❌️ hesitation[痛苦]Watchin'👀 burn!🔥We're😕 fallin'⬇️ higher⬆️ Oh→ oh↑ oh→ oh↑ oh→ oh↗ oh→ oh→ oh↗️↘️,2026-03-24 21:04:54.097,13362807352,婷婷口牙,0,耀斑,False,76,0.08112628757953644,0.9188737273216248,人类撰写
76,总结没有爱上雷神,2026-03-24 20:13:47.086,12313705052,EraFish,6,耀斑,False,77,0.025992535054683685,0.9740074276924133,人类撰写
77,爱上雷神,2026-03-24 19:52:53.040,17300344617,新加坡滨海湾玩帆板螃蟹,0,耀斑,False,78,0.047130830585956573,0.9528692364692688,人类撰写
78,"请让幸福降临在卡厄斯兰那身上
",2026-03-24 19:51:10.814,13471877843,Homedifferent,0,耀斑,False,79,0.0822119265794754,0.9177880883216858,人类撰写
79,接,2026-03-24 19:47:47.969,9217049843,开朗男孩_vpgB,0,耀斑,False,80,0.07767803221940994,0.9223219752311707,人类撰写
80,Baby我去了瞬间就爱上雷神。[愤怒][愤怒][愤怒][愤怒],2026-03-24 19:16:12.049,13685894014,南宫村花的戒尺,0,耀斑,False,81,0.02742449939250946,0.9725755453109741,人类撰写
81,爱上雷神,2026-03-24 19:04:59.070,9448410966,是云月喵,0,耀斑,False,82,0.047130830585956573,0.9528692364692688,人类撰写
82,对,2026-03-24 18:10:16.622,1602732108,CHEMIN_Official,0,耀斑,False,83,0.06732544302940369,0.9326745271682739,人类撰写
83,你说得对，但是Baby😕 watchin'👀 burn!🔥Send✉️ death💀 to➡️ isolation↗[怒]Oh😯 watchin'👁 burn!💥ain't👊 got😮 no❌️ hesitation[痛苦]Watchin'👀 burn!🔥We're😕 fallin'⬇️ higher⬆️ Oh→ oh↑ oh→ oh↑ oh→ oh↗ oh→ oh→ oh↗️↘️,2026-03-24 17:08:59.364,12531486071,偎荷,0,耀斑,False,84,0.08112628757953644,0.9188737273216248,人类撰写
84,接,2026-03-24 15:04:02.733,6487344579,维奇琳,0,耀斑,False,85,0.07767803221940994,0.9223219752311707,人类撰写
85,白厄冲锋曲,2026-03-24 14:20:17.037,3326440254,双龙_FFWo,1,耀斑,False,86,0.8157356977462769,0.18426433205604553,AI生成
86,听不懂和我的爱上雷神说去吧[愤怒],2026-03-24 13:43:55.722,107426041,-草莓蛋包饭-,0,耀斑,False,87,0.01779007725417614,0.9822099208831787,人类撰写
87,瞬间就爱上雷神😡😡😡,2026-03-24 11:12:34.677,12185157238,红中_9635,0,耀斑,False,88,0.04954555258154869,0.9504544138908386,人类撰写
88,接,2026-03-24 10:55:54.191,13955577024,Sevendifficulties,0,耀斑,False,89,0.07767803221940994,0.9223219752311707,人类撰写
89,"卑鄙哇趣吧瞬间就爱上雷神[愤怒]
卑鄙哇趣吧瞬间就爱上雷神[愤怒]
卑鄙哇趣吧瞬间就爱上雷神[愤怒]
卑鄙哇趣吧瞬间就爱上雷神[愤怒]
卑鄙哇趣吧瞬间就爱上雷神[愤怒]
卑鄙哇趣吧瞬间就爱上雷神[愤怒]",2026-03-24 06:49:50.589,2132038932,一条王天才OvO,0,耀斑,False,90,0.14263659715652466,0.8573634028434753,人类撰写
90,助眠音乐,2026-03-24 03:05:52.751,9114755705,命运是与你相遇,1,耀斑,False,91,0.45362165570259094,0.5463783740997314,人类撰写
91,"一阵强劲的音乐响起：
Baby😕 watchin'👀 burn!🔥Send✉️ death💀 to➡️ isolation↗【怒】Oh😯 watchin'👁 burn!💥ain't👊 got😮 no❌️ hesitation😫Watchin'👀 burn!🔥We're😕 fallin'⬇️ higher⬆️ Oh→ oh↑ oh→ oh↑ oh→ oh↗ oh→ oh→ oh️️",2026-03-24 01:42:55.274,5085437882,伽岚岚岚岚,0,耀斑,False,92,0.7066969275474548,0.2933030426502228,AI生成
92,"主唱太拼命了
",2026-03-24 01:02:45.629,7995515001,hebdhgwfb,1,耀斑,False,93,0.1959756314754486,0.804024338722229,人类撰写
93,周二打卡👍,2026-03-24 00:35:55.219,8233043767,成为明天的英雄,0,耀斑,False,94,0.04304547980427742,0.9569545388221741,人类撰写
94,半夜随机到了，本来快睡着了😡,2026-03-24 00:16:42.791,3724706755,前生所赐,2,耀斑,False,95,0.20373517274856567,0.7962647676467896,人类撰写
95,"接——
不死途我求你了你一定要来啊——",2026-03-24 00:12:52.090,3327506724,请吃南豆腐,0,耀斑,False,96,0.02859567292034626,0.9714043736457825,人类撰写
96,二相乐园有了,2026-03-23 23:50:03.043,8779043895,Brumal-,0,耀斑,False,97,0.032040949910879135,0.9679590463638306,人类撰写
97,彳亍,2026-03-23 22:57:24.162,3920954871,悠然回颜,0,耀斑,False,98,0.2639029026031494,0.7360970973968506,人类撰写
98,卑鄙哇去吧，瞬间就爱上雷神。哦哇去吧，一卡的还上雷神哦哇去吧，一克佛为蚝油我欧，我欧我哦～～～～卑鄙哇去吧，瞬间就爱上雷神。哦哇去吧，一卡的还上雷神哦哇去吧，一克佛为蚝油我欧，我欧我哦～～～～卑鄙哇去吧，瞬间就爱上雷神。哦哇去吧，一卡的还上雷神哦哇去吧，一克佛为,2026-03-23 22:44:52.846,8405770541,I-LOVE-IMAX,1,耀斑,False,99,0.057437315583229065,0.9425626993179321,人类撰写
99,爱上雷神！,2026-03-23 22:28:52.207,13021744129,上网就是为了反bl,0,耀斑,False,100,0.054100871086120605,0.9458991289138794,人类撰写
100,请让幸福降临在卡厄斯兰那身上,2026-03-23 21:43:06.836,12520133131,祈枫zwzwk,0,耀斑,False,101,0.0822119265794754,0.9177880883216858,人类撰写
101,脑子里全是猫鼠队[笑哭了]眼睛一闭就看到汤姆跳舞,2026-03-23 21:07:32.353,1904335563,缘缘大魔王0_0,0,耀斑,False,102,0.08354824781417847,0.9164517521858215,人类撰写
102,有点DMC的味儿哦,2026-03-23 21:07:12.669,3987091468,司机把车开沟儿里辣,0,耀斑,False,103,0.026333844289183617,0.9736661314964294,人类撰写
103,纳努克，我给你带来烩面了！,2026-03-23 20:53:04.711,1466974434,SunshineForever1113,2,耀斑,False,104,0.03639621660113335,0.9636037349700928,人类撰写
104,纳努克！我为你带来烩面了！！,2026-03-23 20:37:18.313,501076507,Glcxldb,3,耀斑,False,105,0.038109082728624344,0.9618908762931824,人类撰写
105,接！,2026-03-23 20:36:36.435,2107181829,西斯vader,0,耀斑,False,106,0.056950557976961136,0.9430494904518127,人类撰写
106,爱上雷神,2026-03-23 20:07:35.774,8606516923,牢减,1,耀斑,False,107,0.047130830585956573,0.9528692364692688,人类撰写
107,3：20还有声喘息，感觉是燃尽了,2026-03-23 19:44:19.641,342867755,小黑爱搬砖,3,耀斑,False,108,0.038766030222177505,0.9612339735031128,人类撰写
108,今日爱上雷神已完成,2026-03-23 19:37:19.761,13430118627,美鱼的诗集,3,耀斑,False,109,0.12982334196567535,0.8701766133308411,人类撰写
109,接,2026-03-23 18:52:22.414,17458510874,巴厘岛罗威纳花瓣粉扁豆,0,耀斑,False,110,0.07767803221940994,0.9223219752311707,人类撰写
110,好🥺,2026-03-23 16:51:37.229,9763075061,宸浣_Erxz,0,耀斑,False,111,0.06636922806501389,0.9336307644844055,人类撰写
111,接！！！,2026-03-23 16:51:25.760,9763075061,宸浣_Erxz,0,耀斑,False,112,0.06863448023796082,0.9313654899597168,人类撰写
112,baby我去吧瞬间就爱上雷神,2026-03-23 15:08:26.567,13695149931,长名Nas,0,耀斑,False,113,0.0342341810464859,0.9657658338546753,人类撰写
113,笑飞了不死途的助眠歌单推荐了这首歌哈哈哈哈哈哈哈太有乐子了！（切歌，耀斑）Baby😕 watchin'👀 burn!🔥——（切歌，不乱不破）哇哦！欧欧欧欧——（切歌，不眠之夜）（口哨🎶砂金，穹，跳舞）,2026-03-23 14:20:34.862,513666263,KAONYMABY,0,耀斑,False,114,0.08733642846345901,0.9126635193824768,人类撰写
114,接！,2026-03-23 11:58:30.178,10053105257,彻底疯狂_doxg,0,耀斑,False,115,0.056950557976961136,0.9430494904518127,人类撰写
